# Z-Anatomy structure -> Latin name — GENERATED, do not edit by hand.
#
# Rebuild:  node scripts/build-latin-crosswalk.mjs --src <parts-catalog.json>
# Apply:    node scripts/apply-crosswalk.mjs public/models/z-anatomy.ao.glb \
#             public/models/z-anatomy-regions.ao.glb --tsv docs/z-anatomy-latin.tsv --field name_lat
#
# Joined from Anatomed (pitfa19/anatomed-mcp, CC BY-SA 4.0) by exact match on
# (name, side) after ordinal normalisation. The nomenclature is Z-Anatomy's;
# Anatomed extracted it. Both are credited — see licences.json and D24.
name	side	name_lat
Suprarenal gland	left	Glandula suprarenalis
Suprarenal gland	right	Glandula suprarenalis
Suprascapular artery	left	Arteria suprascapularis
Suprascapular artery	right	Arteria suprascapularis
Suprascapular nerve	left	Nervus suprascapularis
Suprascapular nerve	right	Nervus suprascapularis
Suprascapular vein	left	Vena suprascapularis
Suprascapular vein	right	Vena suprascapularis
Supraspinatus muscle	left	Musculus supraspinatus
Supraspinatus muscle	right	Musculus supraspinatus
Supratrochlear artery	left	Arteria supratrochlearis
Supratrochlear artery	right	Arteria supratrochlearis
Supreme intercostal artery	left	Arteria intercostalis suprema
Supreme intercostal artery	right	Arteria intercostalis suprema
Sural communicating branch of common fibular nerve	left	Ramus communicans suralis nervi fibularis communis
Sural communicating branch of common fibular nerve	right	Ramus communicans suralis nervi fibularis communis
Sural nerve	left	Nervus suralis
Sural nerve	right	Nervus suralis
Suspensory ligament of eyeball	left	Ligamentum suspensorium bulbi
Suspensory ligament of eyeball	right	Ligamentum suspensorium bulbi
Sympathetic nerves	left	Nervi sympathici
Sympathetic nerves	right	Nervi sympathici
Sympathetic trunk	left	Truncus sympathicus
Sympathetic trunk	right	Truncus sympathicus
Talonavicular ligament	left	Ligamentum talonaviculare
Talonavicular ligament	right	Ligamentum talonaviculare
Talus	left	Os tali
Talus	right	Os tali
Temporal bone	left	Os temporale
Temporal bone	right	Os temporale
Temporal plane	left	Planum temporale
Temporal plane	right	Planum temporale
Temporal pole	left	Polus temporalis
Temporal pole	right	Polus temporalis
Temporal region	left	Regio temporalis
Temporal region	right	Regio temporalis
Temporalis muscle	left	Musculus temporalis
Temporalis muscle	right	Musculus temporalis
Temporoparietalis muscle	left	Musculus temporoparietalis
Temporoparietalis muscle	right	Musculus temporoparietalis
Tendinous arch of levator ani	left	Arcus tendineus levatoris ani
Tendinous arch of levator ani	right	Arcus tendineus levatoris ani
Tensor fasciae latae	left	Tensor fasciae latae
Tensor fasciae latae	right	Tensor fasciae latae
Tenth rib	left	Decima costa
Tenth rib	right	Decima costa
Tentorium cerebelli	left	Tentorium cerebelli
Tentorium cerebelli	right	Tentorium cerebelli
Teres major muscle	left	Musculus teres major
Teres major muscle	right	Musculus teres major
Teres minor muscle	left	Musculus teres minor
Teres minor muscle	right	Musculus teres minor
Testis	left	Testis
Testis	right	Testis
Thalamus	left	Thalamus
Thalamus	right	Thalamus
Third metatarsal bone	left	Os tertium metatarsi
Third metatarsal bone	right	Os tertium metatarsi
Third rib	left	Tertia costa
Third rib	right	Tertia costa
Third ventricle		Ventriculus tertius
Thoracic aorta		Aorta thoracica
Thoraco-acromial artery	left	Arteria thoracoacromialis
Thoraco-acromial artery	right	Arteria thoracoacromialis
Thoracodorsal artery	left	Arteria thoracodorsalis
Thoracodorsal artery	right	Arteria thoracodorsalis
Thoracodorsal vein	left	Vena thoracodorsalis
Thoracodorsal vein	right	Vena thoracodorsalis
Thyro-epiglottic part of thyro-arytenoid muscle	left	Pars thyreoepiglottica musculi thyreoarytenoidei
Thyro-epiglottic part of thyro-arytenoid muscle	right	Pars thyreoepiglottica musculi thyreoarytenoidei
Thyrocervical trunk	left	Truncus thyreocervicalis
Thyrocervical trunk	right	Truncus thyreocervicalis
Thyrohyoid muscle	left	Musculus thyreohyoideus
Thyrohyoid muscle	right	Musculus thyreohyoideus
Thyroid cartilage		Cartilago thyreoidea
Thyroid gland		Glandula thyreoidea
Tibia	left	Tibia
Tibia	right	Tibia
Tibial nerve	left	Nervus tibialis
Tibial nerve	right	Nervus tibialis
Tibialis anterior muscle	left	Musculus tibialis anterior
Tibialis anterior muscle	right	Musculus tibialis anterior
Tibialis posterior muscle	left	Musculus tibialis posterior
Tibialis posterior muscle	right	Musculus tibialis posterior
Tibiocalcaneal ligament	left	Ligamentum calcaneotibiale
Tibiocalcaneal ligament	right	Ligamentum calcaneotibiale
Tibionavicular ligament	left	Ligamentum tibionaviculare
Tibionavicular ligament	right	Ligamentum tibionaviculare
Tongue		Lingua
Trachea		Trachea
Tragus	left	Tragus
Tragus	right	Tragus
Transverse acetabular ligament	left	Ligamentum transversum acetabuli
Transverse acetabular ligament	right	Ligamentum transversum acetabuli
Transverse arytenoid muscle		Musculus arytenoideus transversus
Transverse cervical artery	left	Arteria transversa colli arteria transversa cervicis
Transverse cervical artery	right	Arteria transversa colli arteria transversa cervicis
Transverse colon		Colon transversum
Transverse facial artery	left	Arteria transversa faciei
Transverse facial artery	right	Arteria transversa faciei
Transverse head of adductor hallucis	left	Caput transversum adductoris hallucis
Transverse head of adductor hallucis	right	Caput transversum adductoris hallucis
Transverse head of adductor pollicis	left	Caput transversum adductoris pollicis
Transverse head of adductor pollicis	right	Caput transversum adductoris pollicis
Transverse humeral ligament	left	Ligamentum transversum humeri
Transverse humeral ligament	right	Ligamentum transversum humeri
Transverse intermuscular septum of leg	left	Septum intermusculare transversum cruris
Transverse intermuscular septum of leg	right	Septum intermusculare transversum cruris
Transverse ligament of knee	left	Ligamentum transversum genus
Transverse ligament of knee	right	Ligamentum transversum genus
Transverse occipital sulcus	left	Sulcus occipitalis transversus
Transverse occipital sulcus	right	Sulcus occipitalis transversus
Transverse part of iliofemoral ligament	left	Pars transversa ligamenti iliofemoralis
Transverse part of iliofemoral ligament	right	Pars transversa ligamenti iliofemoralis
Transverse part of trapezius muscle	left	Pars transversa musculi trapezii
Transverse part of trapezius muscle	right	Pars transversa musculi trapezii
Transverse sinus	left	Sinus transversus
Transverse sinus	right	Sinus transversus
Transverse temporal gyri	left	Gyri temporales transversi
Transverse temporal gyri	right	Gyri temporales transversi
Transverse tibiofibular ligament	left	Ligamentum tibiofibulare transversum
Transverse tibiofibular ligament	right	Ligamentum tibiofibulare transversum
Transversus abdominis muscle	left	Musculus transversus abdominis
Transversus abdominis muscle	right	Musculus transversus abdominis
Transversus thoracis muscle	left	Musculus transversus thoracis
Transversus thoracis muscle	right	Musculus transversus thoracis
Trapezium bone	left	Os trapezium
Trapezium bone	right	Os trapezium
Trapezoid bone	left	Os trapezoideum
Trapezoid bone	right	Os trapezoideum
Trapezoid ligament	left	Ligamentum trapezoideum
Trapezoid ligament	right	Ligamentum trapezoideum
Triangle of auscultation	left	Trigonum auscultationis
Triangle of auscultation	right	Trigonum auscultationis
Triangular fossa	left	Fossa triangularis
Triangular fossa	right	Fossa triangularis
Triangular part of inferior frontal gyrus	left	Pars triangularis gyri frontalis inferioris
Triangular part of inferior frontal gyrus	right	Pars triangularis gyri frontalis inferioris
Trigeminal nerve (V)	left	Nervus trigeminus (V)
Trigeminal nerve (V)	right	Nervus trigeminus (V)
Triquetrocapitate ligament	left	Ligamentum triquetrocapitatum
Triquetrocapitate ligament	right	Ligamentum triquetrocapitatum
Triquetrohamate ligament	left	Ligamentum triquetrohamatum
Triquetrohamate ligament	right	Ligamentum triquetrohamatum
Triquetrum bone	left	Os triquetrum
Triquetrum bone	right	Os triquetrum
Triradiate cartilage	left	Cartilago triradiata
Triradiate cartilage	right	Cartilago triradiata
Trochlea of superior oblique muscle	left	Trochlea musculi obliqui superioris
Trochlea of superior oblique muscle	right	Trochlea musculi obliqui superioris
Trochlear nerve (IV)	left	Nervus trochlearis (IV)
Trochlear nerve (IV)	right	Nervus trochlearis (IV)
Tubercle of upper lip	left	Tuberculum labii superioris
Tubercle of upper lip	right	Tuberculum labii superioris
Twelfth rib	left	Duodecima costa
Twelfth rib	right	Duodecima costa
Tympanic membrane	left	Membrana tympanica
Tympanic membrane	right	Membrana tympanica
Ulna	left	Ulna
Ulna	right	Ulna
Ulnar artery	left	Arteria ulnaris
Ulnar artery	right	Arteria ulnaris
Ulnar collateral ligament	left	Ligamentum collaterale ulnare cubiti
Ulnar collateral ligament	right	Ligamentum collaterale ulnare cubiti
Ulnar collateral ligament of wrist joint	left	Ligamentum collaterale ulnare carpi
Ulnar collateral ligament of wrist joint	right	Ligamentum collaterale ulnare carpi
Ulnar head of extensor carpi ulnaris	left	Caput ulnare extensoris ulnaris carpi
Ulnar head of extensor carpi ulnaris	right	Caput ulnare extensoris ulnaris carpi
Ulnar head of flexor carpi ulnaris	left	Caput ulnare flexoris ulnaris carpi
Ulnar head of flexor carpi ulnaris	right	Caput ulnare flexoris ulnaris carpi
Ulnar nerve	left	Nervus ulnaris
Ulnar nerve	right	Nervus ulnaris
Ulnar veins	left	Venae ulnares
Ulnar veins	right	Venae ulnares
Ulnocapitate ligament	left	Ligamentum ulnocapitatum
Ulnocapitate ligament	right	Ligamentum ulnocapitatum
Ulnolunate ligament	left	Ligamentum ulnolunatum
Ulnolunate ligament	right	Ligamentum ulnolunatum
Ulnopisiform ligament		Ligamentum ulnopisiforme
Ulnopisiform ligament	left	Ligamentum ulnopisiforme
Ulnotriquetral ligament	left	Ligamentum ulnotriquetrum
Ulnotriquetral ligament	right	Ligamentum ulnotriquetrum
Umbilical region	left	Regio umbilicalis
Umbilical region	right	Regio umbilicalis
Umbilicus	left	Umbilicus
Umbilicus	right	Umbilicus
Upper canine	left	Dens caninus superioris
Upper canine	right	Dens caninus superioris
Upper first molar tooth	left	Dens molaris primus suprioris
Upper first molar tooth	right	Dens molaris primus suprioris
Upper first premolar	left	Dens premolaris primus superioris
Upper first premolar	right	Dens premolaris primus superioris
Upper lateral incisor	left	Dens incisivus lateralis superioris
Upper lateral incisor	right	Dens incisivus lateralis superioris
Upper medial incisor	left	Dens incisivus medialis superioris
Upper medial incisor	right	Dens incisivus medialis superioris
Upper second molar tooth	left	Dens molaris secundus superioris
Upper second molar tooth	right	Dens molaris secundus superioris
Upper second premolar	left	Dens premolaris secundus superioris
Upper second premolar	right	Dens premolaris secundus superioris
Ureter	left	Ureter
Ureter	right	Ureter
Urethra		Urethra
Urinary bladder		Vesica urinaria
Urogenital region	left	Regio urogenitalis
Urogenital region	right	Regio urogenitalis
Uvula of palate		Uvula palatina
Vagus nerve (X)	left	Nervus vagus (X)
Vastus intermedius muscle	left	Musculus vastus intermedius
Vastus intermedius muscle	right	Musculus vastus intermedius
Vastus lateralis muscle	left	Musculus vastus lateralis
Vastus lateralis muscle	right	Musculus vastus lateralis
Vastus medialis muscle	left	Musculus vastus medialis
Vastus medialis muscle	right	Musculus vastus medialis
Vermiform appendix		Appendix vermiformis
Vertebra C3		Vertebra cervicalis III
Vertebra C4		Vertebra cervicalis IV
Vertebra C5		Vertebra cervicalis V
Vertebra C6		Vertebra cervicalis VI
Vertebra C7		Vertebra cervicalis VII
Vertebra L1		Vertebra lumborum I
Vertebra L2		Vertebra lumborum II
Vertebra L3		Vertebra lumborum III
Vertebra L4		Vertebra lumborum IV
Vertebra L5		Vertebra lumborum V
Vertebra T1		Vertebra thoracis I
Vertebra T10		Vertebra thoracis X
Vertebra T11		Vertebra thoracis XI
Vertebra T12		Vertebra thoracis XII
Vertebra T2		Vertebra thoracis II
Vertebra T3		Vertebra thoracis III
Vertebra T4		Vertebra thoracis IV
Vertebra T5		Vertebra thoracis V
Vertebra T6		Vertebra thoracis VI
Vertebra T7		Vertebra thoracis VII
Vertebra T8		Vertebra thoracis VIII
Vertebra T9		Vertebra thoracis IX
Vertebral artery	left	Arteria vertebralis
Vertebral artery	right	Arteria vertebralis
Vertebral region	left	Regio vertebralis
Vertebral region	right	Regio vertebralis
Vertebral vein	left	Vena vertebralis
Vertebral vein	right	Vena vertebralis
Vestibular nerve	left	Nervus vestibularis
Vestibular nerve	right	Nervus vestibularis
Vestibular nuclei	left	Nuclei vestibulares
Vestibular nuclei	right	Nuclei vestibulares
Vestibule	left	Vestibulum
Vestibule	right	Vestibulum
Vestibulocochlear nerve (VIII)	left	Nervus vestibulocochlearis (VIII)
Vestibulocochlear nerve (VIII)	right	Nervus vestibulocochlearis (VIII)
Vitreous body	left	Corpus vitreum
Vitreous body	right	Corpus vitreum
Vomer		Vomer
White matter of telencephalon	left	Substantia alba telencephali
White matter of telencephalon	right	Substantia alba telencephali
Xiphoid process		Processus xiphoideus
Zona orbicularis	left	Zona orbicularis
Zona orbicularis	right	Zona orbicularis
Zonular fibres	left	Fibrae zonulares
Zonular fibres	right	Fibrae zonulares
Zygomatic bone	left	Os zygomaticum
Zygomatic bone	right	Os zygomaticum
Zygomatic region	left	Regio zygomatica
Zygomatic region	right	Regio zygomatica
Zygomaticus major muscle	left	Musculus zygomaticus major
Zygomaticus major muscle	right	Musculus zygomaticus major
Zygomaticus minor muscle	left	Musculus zygomaticus minor
Zygomaticus minor muscle	right	Musculus zygomaticus minor
